Gene	Cluster	0.0	1.0	3.0	7.0	14.0	28.0	41.0
CPXM1	1	-6.055761952500853e-16	4.468551754863813	4.5637542172810415	3.4417153004502334	2.1850804831776944	1.7585102280727007	2.0235632514259083
PSTPIP1	1	-2.0185873175002846e-16	2.4234586329931065	2.798532568494073	2.0793379046516685	1.902053752051504	0.9017359934331495	1.4640120914194115
RAB44	1	-4.037174635000569e-16	1.9632872219981425	1.8340138457697233	1.8081479300923957	1.4659381099127258	-0.7385024819702328	0.935740147204812
THBS1	1	1.6148698540002277e-16	6.75918407724745	5.758785900506616	4.862300771908637	4.2292228627998245	2.1676782261570295	2.5497518146755684
ARG1	1	1.7763568394002505e-15	5.443730619796969	5.62789438318396	4.744025031619835	3.6600035481002635	0.10141225739006714	2.3657430725397504
ADAM8	1	-3.2297397080004555e-16	3.9336083020652564	3.9764218858367784	3.23617890246606	2.1333593025536968	0.6074466563186841	0.03129070808112515
TNC	1	-8.074349270001139e-17	4.057891267496125	4.619784625054828	4.331284541008183	4.045656373747	1.8396014460791221	2.073993876889981
LILRA6	1	-8.881784197001252e-16	2.828792306190069	2.004328764968188	0.6800813339328381	-0.3383421274866894	0.08044572171892109	-0.3175642071972199
MMP19	1	7.266914343001025e-16	2.4972234458289133	2.1745818649014703	1.4241020799517885	0.8393962605739215	0.8523758522976873	0.7418196303657063
CLEC5A	1	0.0	3.5070412293137636	3.437212145244521	2.611337001577777	1.4573811454516352	0.22014161534997126	-0.36380287865279987
LILRB4A	1	1.5341263613002163e-15	4.226126350135776	4.146209975016963	3.4509383486329708	2.295879138929841	1.0039456297567004	0.2888817408913578
C5AR1	1	8.074349270001138e-16	3.9828386000995497	3.967890630785693	3.065284500750185	1.6649938050734112	1.3582673091034771	1.0282013813550173
ANKRD33B	1	-8.074349270001139e-17	3.7873600927248425	3.608480431523979	3.375198055822567	2.6103500888088194	1.4208964248632026	1.199492867712906
CCR5	1	-3.2297397080004555e-16	3.3258916782441403	3.391662220977827	2.0903311970886524	1.1102475517644257	1.053387747220714	-0.07682967148944445
BST1	1	-2.4223047810003414e-16	3.2965840417950516	3.0870270786927776	1.913404147691235	0.5911323425175365	0.03873275652749495	-0.17319366657215357
SERPINA3N	1	1.7763568394002505e-15	3.0938996183104615	1.952109910684441	0.530952455762143	-0.884178670327373	-0.8554779842848085	-0.9240565543787432
MSR1	1	-1.6148698540002277e-16	3.972991394337251	3.6763244294708155	2.7905665856198425	1.5278007142364631	1.007187462209259	0.5411490052762876
SLC16A3	1	8.074349270001138e-16	2.8403394178102537	2.8897076684512832	1.8921402660166813	1.0060413368216443	0.6194283514379751	0.4048070770182731
1700017B05RIK	1	-4.844609562000683e-16	1.8054833888809627	2.4646900177814923	1.8755559051413981	1.2783156012067927	-0.1774412871337117	0.07972477106125565
ITGAM	1	9.689219124001365e-16	3.5184335096782156	3.2864318572645472	2.1017127032636385	0.8760728547617288	0.6662800033413147	0.11493913012281597
SH2B2	1	-4.844609562000683e-16	2.5111130377911293	2.643845870042568	2.155355776974284	1.5935967955167762	0.29985415298859575	0.9480057739659784
TEDDM3	1	6.459479416000911e-16	0.9553527673643066	1.4946466509351488	1.1636049063155582	0.13344313204722658	-0.673294768041645	-0.6846899132050517
HP	1	3.2297397080004555e-16	2.37620445890925	1.5761595214198618	0.03463990037690918	-0.49999551385808094	-1.0738105504112903	-0.5930376972850528
IFI202B	1	-9.689219124001365e-16	2.7650516300758103	2.443663167117926	1.5133863191639518	1.0059163421403776	0.16545486808620485	-0.32087283670751804
SNAI1	1	-5.652044489000797e-16	1.6136920748245878	1.8416737713060638	1.8819433799510976	0.973863236573197	-0.057247238347002405	-0.07345995209472483
IL33	1	8.074349270001138e-16	3.240370222372155	3.63190294927275	2.054166405574602	0.9786354063577338	1.1029922577355922	0.5909586154494136
LTB4R1	1	-1.6148698540002277e-16	2.6354573462934123	1.7698278395069014	0.7366626508434441	0.09486714260695167	-0.2518177153964631	-0.10920295023867753
RAMP3	1	1.5341263613002163e-15	0.6794332152921694	0.3410069068094592	-0.17915945497895194	-0.37220142881792384	-0.44026591477539967	-1.3970440187289135
TMEM8	1	1.6148698540002277e-16	3.0287066811902883	3.6215764105195016	1.905060258337774	0.858324635315444	0.973369508566692	0.8264192525674939
MS4A6D	1	2.4223047810003414e-16	3.2402402938966106	3.5513707201449027	2.1222097236616424	0.8397611967037805	0.5231450159749823	0.18642809930218218
IFITM6	1	4.037174635000569e-16	2.582877937137572	2.142406805900608	0.0772521554667399	0.2241690058588394	0.6354425004515851	0.6838078506294905
IGF2BP2	1	1.6148698540002277e-16	2.5274707285924003	2.6639402967946046	2.540748941903564	1.7752715224846347	0.5165876466281086	0.5051651494944592
CD209G	1	5.652044489000797e-16	-0.37071005156571185	0.3337414267568975	-0.48144958845504404	-1.222864545651971	-1.0997259782178095	-1.2482184244232748
SNTB2	1	-2.099330810200296e-15	3.140407907583892	3.1572111395092115	2.96602459619281	2.498980940806654	2.3577909370852206	2.905205554864626
PF4	1	-1.937843824800273e-15	3.5951560770335447	3.6304134007992652	2.0593500956672584	0.6306669698441122	0.6410955286289715	0.38862774254816673
SECTM1A	1	8.074349270001138e-16	1.798099456920385	0.5780312989261839	-0.8223090263809912	-0.7711847607440291	-0.28021062057593216	-0.7188802292975957
